Type,OpCo,Plant,Customer,Delivery Date,Movement,Industry,Material_Group
M,North America,US01,201393,2017-05-23,1065.941,2232,2021182
M,North America,US01,100264,2017-07-19,1065.941,2232,2021182
M,North America,US01,201393,2017-07-21,1065.941,2232,2021182
M,North America,US01,BE01,2017-10-04,1065.941,5000,2020322
M,North America,US01,BE01,2015-09-22,1065.941,5000,2020322
M,North America,US01,TR01,2015-10-13,1065.941,5000,2020322
M,North America,US01,BR01,2016-02-10,1065.941,5000,2020322
M,North America,US01,ZA01,2016-04-21,1065.941,5000,2020458
M,North America,US01,202420,2016-05-11,1065.941,5000,2020322
M,North America,US01,202367,2016-06-14,1065.941,5000,2020322
M,North America,US01,202420,2016-06-28,1065.941,5000,2020322
M,North America,US01,ZA01,2016-07-29,1065.941,5000,2020322
M,North America,US01,BR01,2016-08-05,1065.941,5000,2020322
M,North America,US01,CL01,2017-01-26,1065.941,5000,2019463
M,North America,US01,202367,2017-05-25,1065.941,5000,2020322
M,North America,US01,201420,2017-05-08,1065.941,4010,2021182
M,North America,US01,201393,2017-08-11,4082.328,2232,2019891
M,North America,US01,200488,2017-12-05,2494.756,1004,2007344
M,North America,US01,200488,2016-01-04,2494.756,1004,2007344
M,North America,US01,200488,2016-03-14,2494.756,1004,2007344
M,North America,US01,200488,2016-05-12,2494.756,1004,2007344
M,North America,US01,200488,2017-03-27,2494.756,1004,2007344
M,North America,US01,200488,2017-05-08,2494.756,1004,2007344
M,North America,US01,201446,2016-06-06,4082.328,1003,2011292
M,North America,US01,201446,2016-06-15,4082.328,1003,2011292
M,North America,US01,100282,2017-10-06,4082.328,2232,2019891
M,North America,US01,100252,2017-10-16,4082.328,2232,2019891
M,North America,US01,100150,2016-02-10,4082.328,2232,2019891
M,North America,US01,101089,2016-11-23,4082.328,2232,2019891
M,North America,US01,100252,2016-12-12,4082.328,2232,2019891
M,North America,US01,100282,2017-09-19,4082.328,2232,2019891
M,North America,US01,100252,2017-09-22,4082.328,2232,2019891
M,North America,US01,100304,2017-10-10,4082.328,2232,2019891
M,North America,US01,100282,2017-11-01,4082.328,2232,2019891
M,North America,US01,100304,2017-11-03,4082.328,2232,2019891
M,North America,US01,100252,2017-11-09,4082.328,2232,2019891
M,North America,US01,100282,2017-12-07,4082.328,2232,2019891
M,North America,US01,100252,2017-12-18,4082.328,2232,2019891
M,North America,US01,100304,2017-12-20,4082.328,2232,2019891
M,North America,US01,100252,2018-01-16,4082.328,2232,2019891
M,North America,US01,100252,2018-02-08,4082.328,2232,2019891
M,North America,US01,100304,2018-02-15,4082.328,2232,2019891
M,North America,US01,100321,2015-08-20,4082.328,2232,2019891
M,North America,US01,100252,2015-08-24,4082.328,2232,2019891
M,North America,US01,100321,2015-09-04,4082.328,2232,2019891
M,North America,US01,100252,2015-09-23,4082.328,2232,2019891
M,North America,US01,100252,2015-10-27,4082.328,2232,2019891
M,North America,US01,100252,2015-11-23,4082.328,2232,2019891
M,North America,US01,100252,2015-12-21,4082.328,2232,2019891
M,North America,US01,100252,2016-01-15,4082.328,2232,2019891
M,North America,US01,100252,2016-02-15,4082.328,2232,2019891
M,North America,US01,100032,2016-02-26,4082.328,2232,2019891
M,North America,US01,100252,2016-03-08,4082.328,2232,2019891
M,North America,US01,100252,2016-03-24,4082.328,2232,2019891
M,North America,US01,100304,2016-03-30,4082.328,2232,2019891
M,North America,US01,100150,2016-04-07,4082.328,2232,2019891
M,North America,US01,100252,2016-04-12,4082.328,2232,2019891
M,North America,US01,100252,2016-05-25,4082.328,2232,2019891
M,North America,US01,100304,2016-06-02,4082.328,2232,2019891
M,North America,US01,100252,2016-06-16,4082.328,2232,2019891
M,North America,US01,100304,2016-07-12,4082.328,2232,2019891
M,North America,US01,100252,2016-07-13,4082.328,2232,2019891
M,North America,US01,100252,2016-08-02,4082.328,2232,2019891
M,North America,US01,100304,2016-08-19,4082.328,2232,2019891
M,North America,US01,100252,2016-08-25,4082.328,2232,2019891
M,North America,US01,100150,2016-08-26,4082.328,2232,2019891
M,North America,US01,100252,2016-09-19,4082.328,2232,2019891
M,North America,US01,100150,2016-10-04,4082.328,2232,2019891
M,North America,US01,100304,2016-10-06,4082.328,2232,2019891
M,North America,US01,100252,2016-10-17,4082.328,2232,2019891
M,North America,US01,101089,2016-10-17,4082.328,2232,2019891
M,North America,US01,100252,2016-11-16,4082.328,2232,2019891
M,North America,US01,100304,2016-11-22,4082.328,2232,2019891
M,North America,US01,100150,2016-11-29,4082.328,2232,2019891
M,North America,US01,101836,2016-12-15,4082.328,2232,2019891
M,North America,US01,100282,2016-12-16,4082.328,2232,2019891
M,North America,US01,100264,2016-12-21,4082.328,2232,2019891
M,North America,US01,100252,2016-12-27,4082.328,2232,2019891
M,North America,US01,100304,2017-01-04,4082.328,2232,2019891
M,North America,US01,100264,2017-01-11,4082.328,2232,2019891
M,North America,US01,100213,2017-01-11,4082.328,2232,2019891
M,North America,US01,100282,2017-01-13,4082.328,2232,2019891
M,North America,US01,101089,2017-01-25,4082.328,2232,2019891
M,North America,US01,100252,2017-02-03,4082.328,2232,2019891
M,North America,US01,100282,2017-02-10,4082.328,2232,2019891
M,North America,US01,100252,2017-02-17,4082.328,2232,2019891
M,North America,US01,100282,2017-03-06,4082.328,2232,2019891
M,North America,US01,100264,2017-03-06,4082.328,2232,2019891
M,North America,US01,100118,2017-03-13,4082.328,2232,2019891
M,North America,US01,100252,2017-03-20,4082.328,2232,2019891
M,North America,US01,100282,2017-04-12,4082.328,2232,2019891
M,North America,US01,100252,2017-04-18,4082.328,2232,2019891
M,North America,US01,100304,2017-05-03,4082.328,2232,2019891
M,North America,US01,100282,2017-05-04,4082.328,2232,2019891
M,North America,US01,100252,2017-05-12,4082.328,2232,2019891
M,North America,US01,100150,2017-05-31,4082.328,2232,2019891
M,North America,US01,100304,2017-06-01,4082.328,2232,2019891
M,North America,US01,100282,2017-06-02,4082.328,2232,2019891
M,North America,US01,100252,2017-06-06,4082.328,2232,2019891
M,North America,US01,100252,2017-06-27,4082.328,2232,2019891
M,North America,US01,100282,2017-06-29,4082.328,2232,2019891
M,North America,US01,100304,2017-07-19,4082.328,2232,2019891
M,North America,US01,100282,2017-07-21,4082.328,2232,2019891
M,North America,US01,100252,2017-07-24,4082.328,2232,2019891
M,North America,US01,201058,2017-08-15,4082.328,2232,2019891
M,North America,US01,100282,2017-08-17,4082.328,2232,2019891
M,North America,US01,100252,2017-08-22,4082.328,2232,2019891
M,North America,US01,100304,2017-08-30,4082.328,2232,2019891
M,North America,US01,100263,2022-06-30,4082.328,3025,2011719
M,North America,US01,100263,2022-08-30,4082.328,3025,2011719
M,North America,US01,BE01,2017-11-15,4082.328,5000,2019891
M,North America,US01,100048,2016-06-27,4082.328,2222,2019891
M,North America,US01,200011,2016-07-05,4082.328,1002,2016766
M,North America,US01,200429,2016-09-12,4082.328,1002,2007175
M,North America,US01,200429,2016-11-07,4082.328,1002,2007175
M,North America,US01,200429,2016-12-14,4082.328,1002,2007175
M,North America,US01,201161,2017-12-19,4082.328,2013,2007175
M,North America,US01,201161,2016-11-28,4082.328,2013,2007175
M,North America,US01,201161,2017-05-17,4082.328,2013,2007175
M,North America,US01,100579,2017-07-26,4082.328,2013,2007175
M,North America,US01,201044,2017-08-23,4082.328,2013,2007175
M,North America,US01,100454,2020-06-23,4082.328,2013,2007175
M,North America,US01,202633,2018-02-02,4082.328,1001,2016766
M,North America,US01,200634,2016-10-03,4082.328,2014,2007175
M,North America,US01,201101,2017-11-16,1065.941,1003,2012889
M,North America,US01,202300,2019-02-14,1065.941,5000,2012889
M,North America,US01,100366,2022-03-14,1065.941,1003,2015023
M,North America,US01,201438,2018-03-30,1065.941,1003,2019463
M,North America,US01,201439,2018-06-15,1065.941,1003,2015023
M,North America,US01,200008,2018-03-26,1065.941,1002,2015023
M,North America,US01,200008,2018-04-16,1065.941,1002,2015023
M,North America,US01,200008,2018-05-15,1065.941,1002,2015023
M,North America,US01,200008,2018-06-13,1065.941,1002,2015023
M,North America,US01,200008,2018-07-13,1065.941,1002,2015023
M,North America,US01,200008,2022-02-07,1065.941,1002,2015023
M,North America,US01,200008,2022-03-18,1065.941,1002,2015023
M,North America,US01,200008,2022-03-30,1065.941,1002,2015023
M,North America,US01,200008,2022-05-06,1065.941,1002,2015023
M,North America,US01,200008,2022-09-20,1065.941,1002,2015023
M,North America,US01,201393,2018-03-26,1065.941,2232,2021182
M,North America,US01,100264,2018-05-01,1065.941,2232,2021182
M,North America,US01,201393,2018-06-01,1065.941,2232,2021182
M,North America,US01,201420,2018-06-05,1065.941,2232,2021182
M,North America,US01,100032,2018-06-13,1065.941,2232,2021182
M,North America,US01,201393,2018-08-09,1065.941,2232,2021182
M,North America,US01,100264,2018-08-10,1065.941,2232,2021182
M,North America,US01,100118,2018-08-17,1065.941,2232,2021182
M,North America,US01,201420,2018-10-15,1065.941,2232,2021182
M,North America,US01,202306,2019-09-25,1065.941,5000,2019463
M,North America,US01,202300,2019-12-09,1065.941,5000,2019463
M,North America,US01,202306,2020-01-27,1065.941,5000,2019463
M,North America,US01,ZA01,2020-08-14,1065.941,5000,2020322
M,North America,US01,ZA01,2021-08-24,1065.941,5000,2020322
M,North America,US01,100252,2018-03-12,4082.328,2232,2019891
M,North America,US01,100333,2018-03-13,4082.328,2232,2019891
M,North America,US01,100252,2018-04-09,4082.328,2232,2019891
M,North America,US01,100304,2018-04-11,4082.328,2232,2019891
M,North America,US01,100150,2018-04-17,4082.328,2232,2019891
M,North America,US01,100252,2018-05-11,4082.328,2232,2019891
M,North America,US01,100282,2018-05-15,4082.328,2232,2019891
M,North America,US01,100304,2018-05-23,4082.328,2232,2019891
M,North America,US01,100282,2018-06-01,4082.328,2232,2019891
M,North America,US01,100252,2018-06-11,4082.328,2232,2019891
M,North America,US01,100282,2018-06-18,4082.328,2232,2019891
M,North America,US01,100252,2018-06-29,4082.328,2232,2019891
M,North America,US01,100304,2018-07-13,4082.328,2232,2019891
M,North America,US01,100282,2018-07-16,4082.328,2232,2019891
M,North America,US01,100252,2018-07-30,4082.328,2232,2019891
M,North America,US01,100282,2018-08-02,4082.328,2232,2019891
M,North America,US01,100264,2018-08-17,4082.328,2232,2019891
M,North America,US01,100252,2018-08-23,4082.328,2232,2019891
M,North America,US01,100282,2019-03-11,4082.328,4390,2019891
M,North America,US01,100252,2019-03-20,4082.328,4390,2019891
M,North America,US01,202354,2019-04-12,4082.328,4390,2019891
M,North America,US01,100252,2019-04-19,4082.328,4390,2019891
M,North America,US01,100304,2019-04-23,4082.328,4390,2019891
M,North America,US01,100282,2019-04-23,4082.328,4390,2019891
M,North America,US01,202354,2019-04-29,4082.328,4390,2019891
M,North America,US01,100252,2019-05-07,4082.328,4390,2019891
M,North America,US01,100304,2019-05-24,4082.328,4390,2019891
M,North America,US01,100252,2019-06-10,4082.328,4390,2019891
M,North America,US01,100252,2019-06-26,4082.328,4390,2019891
M,North America,US01,100304,2019-07-09,4082.328,4390,2019891
M,North America,US01,100252,2019-07-16,4082.328,4390,2019891
M,North America,US01,100252,2019-08-06,4082.328,4390,2019891
M,North America,US01,100150,2019-08-09,4082.328,4390,2019891
M,North America,US01,100252,2019-08-26,4082.328,4390,2019891
M,North America,US01,100304,2019-09-17,4082.328,4390,2019891
M,North America,US01,100252,2019-09-24,4082.328,4390,2019891
M,North America,US01,100252,2019-10-29,4082.328,4390,2019891
M,North America,US01,200109,2019-12-04,4082.328,4390,2019891
M,North America,US01,100252,2019-12-05,4082.328,4390,2019891
M,North America,US01,100304,2019-12-06,4082.328,4390,2019891
M,North America,US01,100252,2019-12-18,4082.328,4390,2019891
M,North America,US01,100252,2020-01-14,4082.328,4390,2019891
M,North America,US01,100304,2020-01-15,4082.328,4390,2019891
M,North America,US01,100150,2020-02-18,4082.328,4390,2019891
M,North America,US01,100304,2020-02-26,4082.328,4390,2019891
M,North America,US01,100252,2020-03-19,4082.328,4390,2019891
M,North America,US01,100304,2020-03-31,4082.328,4390,2019891
M,North America,US01,100252,2020-04-10,4082.328,4390,2019891
M,North America,US01,100252,2020-05-01,4082.328,4390,2019891
M,North America,US01,100252,2020-05-21,4082.328,4390,2019891
M,North America,US01,100304,2020-05-21,4082.328,4390,2019891
M,North America,US01,100252,2020-06-11,4082.328,4390,2019891
M,North America,US01,100252,2020-07-02,4082.328,4390,2019891
M,North America,US01,100304,2020-07-10,4082.328,4390,2019891
M,North America,US01,200109,2020-07-15,4082.328,4390,2019891
M,North America,US01,100252,2020-07-23,4082.328,4390,2019891
M,North America,US01,100304,2020-08-28,4082.328,4390,2019891
M,North America,US01,100252,2020-09-21,4082.328,4390,2019891
M,North America,US01,100304,2020-10-06,4082.328,4390,2019891
M,North America,US01,100252,2020-10-15,4082.328,4390,2019891
M,North America,US01,100252,2020-11-02,4082.328,4390,2019891
M,North America,US01,100252,2020-11-20,4082.328,4390,2019891
M,North America,US01,100304,2020-11-25,4082.328,4390,2019891
M,North America,US01,100252,2021-01-04,4082.328,4390,2019891
M,North America,US01,100304,2021-01-11,4082.328,4390,2019891
M,North America,US01,203811,2021-01-14,4082.328,4390,2019891
M,North America,US01,100252,2021-02-05,4082.328,4390,2019891
M,North America,US01,201417,2021-02-09,4082.328,4390,2019891
M,North America,US01,100304,2021-02-26,4082.328,4390,2019891
M,North America,US01,100252,2021-05-28,4082.328,4390,2019891
M,North America,US01,100252,2021-07-20,4082.328,4390,2019891
M,North America,US01,100304,2021-07-30,4082.328,4390,2019891
M,North America,US01,100304,2021-09-24,4082.328,4390,2019891
M,North America,US01,201417,2021-10-08,4082.328,4390,2019891
M,North America,US01,100252,2021-10-28,4082.328,4390,2019891
M,North America,US01,100304,2021-11-10,4082.328,4390,2019891
M,North America,US01,200109,2021-11-24,4082.328,4390,2019891
M,North America,US01,202621,2021-12-06,4082.328,4390,2019891
M,North America,US01,105655,2021-12-06,4082.328,4390,2019891
M,North America,US01,200109,2021-12-07,4082.328,4390,2019891
M,North America,US01,100252,2021-12-14,4082.328,4390,2019891
M,North America,US01,200109,2021-12-15,4082.328,4390,2019891
M,North America,US01,200109,2021-12-16,4082.328,4390,2019891
M,North America,US01,200109,2021-12-20,4082.328,4390,2019891
M,North America,US01,100252,2021-12-21,4082.328,4390,2019891
M,North America,US01,202621,2021-12-22,4082.328,4390,2019891
M,North America,US01,105655,2022-01-05,4082.328,4010,2019891
M,North America,US01,202621,2022-01-06,4082.328,4010,2019891
M,North America,US01,200109,2022-01-07,4082.328,4010,2019891
M,North America,US01,105655,2022-01-10,4082.328,4010,2019891
M,North America,US01,200109,2022-01-11,4082.328,4010,2019891
M,North America,US01,200109,2022-01-21,4082.328,4010,2019891
M,North America,US01,202621,2022-01-25,4082.328,4010,2019891
M,North America,US01,105655,2022-02-01,4082.328,4010,2019891
M,North America,US01,200109,2022-02-07,4082.328,4010,2019891
M,North America,US01,202621,2022-02-11,4082.328,4010,2019891
M,North America,US01,105655,2022-02-15,4082.328,4010,2019891
M,North America,US01,105655,2022-02-23,4082.328,4010,2019891
M,North America,US01,200109,2022-02-23,4082.328,4010,2019891
M,North America,US01,200109,2022-03-03,4082.328,4010,2019891
M,North America,US01,202621,2022-03-08,4082.328,4010,2019891
M,North America,US01,200109,2022-03-09,4082.328,4010,2019891
M,North America,US01,200109,2022-03-16,4082.328,4010,2019891
M,North America,US01,105655,2022-03-17,4082.328,4010,2019891
M,North America,US01,202621,2022-03-18,4082.328,4010,2019891
M,North America,US01,200109,2022-03-23,4082.328,4010,2019891
M,North America,US01,202621,2022-03-31,4082.328,4010,2019891
M,North America,US01,203811,2022-04-01,4082.328,4010,2019891
M,North America,US01,105655,2022-04-04,4082.328,4010,2019891
M,North America,US01,200109,2022-04-28,4082.328,4010,2019891
M,North America,US01,200109,2022-04-29,4082.328,4010,2019891
M,North America,US01,202621,2022-05-02,4082.328,4010,2019891
M,North America,US01,100304,2022-05-02,4082.328,4010,2019891
M,North America,US01,200109,2022-05-06,4082.328,4010,2019891
M,North America,US01,105655,2022-05-06,4082.328,4010,2019891
M,North America,US01,202621,2022-05-17,4082.328,4010,2019891
M,North America,US01,200109,2022-06-07,4082.328,4010,2019891
M,North America,US01,202621,2022-06-07,4082.328,4010,2019891
M,North America,US01,100252,2022-06-08,4082.328,4010,2019891
M,North America,US01,100304,2022-06-13,4082.328,4010,2019891
M,North America,US01,100252,2022-06-23,4082.328,4010,2019891
M,North America,US01,100252,2022-07-22,4082.328,4010,2019891
M,North America,US01,100150,2022-08-05,4082.328,4010,2019891
M,North America,US01,202621,2022-08-22,4082.328,4010,2019891
M,North America,US01,100252,2022-08-29,4082.328,4010,2019891
M,North America,US01,100304,2022-09-08,4082.328,4010,2019891
M,North America,US01,100252,2022-09-20,4082.328,4010,2019891
M,North America,US01,201397,2022-06-27,4082.328,1003,2011292
M,North America,US01,202300,2019-05-29,4082.328,5000,2011292
M,North America,US01,202300,2019-10-28,4082.328,5000,2011292
M,North America,US01,202300,2020-04-28,4082.328,5000,2011292
M,North America,US01,202300,2020-06-10,4082.328,5000,2011292
M,North America,US01,201438,2022-03-03,4082.328,1003,2014557
M,North America,US01,200011,2022-01-13,4082.328,1002,2007175
M,North America,US01,103262,2018-05-18,4082.328,2013,2007175
M,North America,US01,103262,2018-06-14,4082.328,2013,2007175
M,North America,US01,103262,2018-07-11,4082.328,2013,2007175
M,North America,US01,103262,2018-07-13,4082.328,2013,2007175
M,North America,US01,103262,2018-08-31,4082.328,2013,2007175
M,North America,US01,201161,2018-11-07,4082.328,2013,2007175
M,North America,US01,103262,2018-12-18,4082.328,2013,2007175
M,North America,US01,103262,2019-01-09,4082.328,2013,2007175
M,North America,US01,103262,2019-03-11,4082.328,2013,2007175
M,North America,US01,103262,2019-05-09,4082.328,2013,2007175
M,North America,US01,103262,2019-06-03,4082.328,2013,2007175
M,North America,US01,201161,2019-06-24,4082.328,2013,2007175
M,North America,US01,103262,2019-07-11,4082.328,2013,2007175
M,North America,US01,103262,2019-08-05,4082.328,2013,2007175
M,North America,US01,103262,2019-08-07,4082.328,2013,2007175
M,North America,US01,201161,2019-10-25,4082.328,2013,2007175
M,North America,US01,103262,2020-02-03,4082.328,2013,2007175
M,North America,US01,100454,2020-02-27,4082.328,2013,2007175
M,North America,US01,200634,2020-04-06,4082.328,2013,2007175
M,North America,US01,200634,2020-05-18,4082.328,2013,2007175
M,North America,US01,103262,2020-08-27,4082.328,2013,2007175
M,North America,US01,103262,2020-09-15,4082.328,2013,2007175
M,North America,US01,103262,2020-11-02,4082.328,2013,2007175
M,North America,US01,103262,2020-12-14,4082.328,2013,2007175
M,North America,US01,200634,2020-12-23,4082.328,2013,2007175
M,North America,US01,201161,2021-01-11,4082.328,2013,2007175
M,North America,US01,103262,2021-04-06,4082.328,2013,2007175
M,North America,US01,201161,2021-04-21,4082.328,2013,2007175
M,North America,US01,203410,2021-06-03,4082.328,2013,2007175
M,North America,US01,103262,2021-06-14,4082.328,2013,2007175
M,North America,US01,103262,2021-09-10,4082.328,2013,2007175
M,North America,US01,100467,2021-09-23,4082.328,2013,2007175
M,North America,US01,201161,2021-10-12,4082.328,2013,2007175
M,North America,US01,103262,2021-12-03,4082.328,2013,2007175
M,North America,US01,201161,2021-12-09,4082.328,2013,2007175
M,North America,US01,201444,2018-07-03,4082.328,1004,2021559
M,North America,US01,103262,2022-02-23,4082.328,2019,2007175
M,North America,US01,204808,2022-06-10,4082.328,2019,2007175
M,North America,US01,103262,2022-06-14,4082.328,2019,2007175
M,North America,US01,103262,2022-08-05,4082.328,2019,2007175
M,North America,US01,200863,2022-05-18,4082.328,4045,2007175
M,North America,US01,201155,2022-07-14,4082.328,4045,2007175
M,North America,US01,200863,2022-07-12,4082.328,4045,2007175
M,North America,US01,201516,2022-09-23,36.287,1003,2020978
M,North America,US01,100577,2016-12-28,200,2013,2015059
M,North America,US01,100577,2017-05-12,200,2013,2015059
M,North America,US01,202375,2017-06-02,200,2013,2015059
M,North America,US01,100577,2017-06-13,200,2013,2015059
M,North America,US01,200354,2016-07-06,200,2232,2015059
M,North America,US01,200354,2016-12-28,200,2232,2015059
M,North America,US01,201393,2017-03-31,200,2232,2015059
M,North America,US01,201516,2015-11-04,36.287,1003,2019463
M,North America,US01,203011,2018-02-01,36.287,2013,2011477
M,North America,US01,100333,2017-11-20,36.287,4010,2021551
M,North America,US01,201097,2017-11-20,36.287,,2021551
M,North America,US01,100118,2018-06-08,200,2232,2015059
M,North America,US01,100118,2022-02-03,200,4010,2015059
M,North America,US01,201516,2018-07-10,36.287,1003,2014652
M,North America,US01,200928,2017-09-14,213.188,2013,2012011
M,North America,US01,200930,2017-10-05,213.188,2013,2012011
M,North America,US01,200930,2017-11-21,213.188,2013,2012011
M,North America,US01,200930,2018-02-02,213.188,2013,2012011
M,North America,US01,100038,2018-02-19,213.188,2013,2012011
M,North America,US01,100038,2015-09-21,213.188,2013,2012011
M,North America,US01,201027,2015-10-02,213.188,2013,2012011
M,North America,US01,202381,2015-10-13,213.188,2013,2012011
M,North America,US01,100038,2015-10-20,213.188,2013,2012011
M,North America,US01,100146,2015-10-26,213.188,2013,2012011
M,North America,US01,100038,2015-12-21,213.188,2013,2012011
M,North America,US01,200930,2016-01-08,213.188,2013,2012011
M,North America,US01,202445,2016-01-25,213.188,2013,2012011
M,North America,US01,200863,2016-02-23,213.188,2013,2012011
M,North America,US01,100146,2016-03-01,213.188,2013,2012011
M,North America,US01,201027,2016-04-18,213.188,2013,2012011
M,North America,US01,202445,2016-05-09,213.188,2013,2012011
M,North America,US01,200930,2016-05-16,213.188,2013,2012011
M,North America,US01,100038,2016-06-07,213.188,2013,2012011
M,North America,US01,200863,2016-07-07,213.188,2013,2012011
M,North America,US01,201027,2016-07-11,213.188,2013,2012011
M,North America,US01,100146,2016-07-26,213.188,2013,2012011
M,North America,US01,200930,2016-08-11,213.188,2013,2012011
M,North America,US01,100146,2016-08-15,213.188,2013,2012011
M,North America,US01,202574,2016-08-18,213.188,2013,2012011
M,North America,US01,202445,2016-09-06,213.188,2013,2012011
M,North America,US01,200930,2016-10-07,213.188,2013,2012011
M,North America,US01,200928,2016-11-01,213.188,2013,2012011
M,North America,US01,100038,2016-11-22,213.188,2013,2012011
M,North America,US01,200930,2016-12-07,213.188,2013,2012011
M,North America,US01,202445,2017-01-11,213.188,2013,2012011
M,North America,US01,200934,2017-01-24,213.188,2013,2012011
M,North America,US01,200930,2017-02-17,213.188,2013,2012011
M,North America,US01,201027,2017-04-13,213.188,2013,2012011
M,North America,US01,200930,2017-04-26,213.188,2013,2012011
M,North America,US01,100038,2017-05-08,213.188,2013,2012011
M,North America,US01,202445,2017-06-14,213.188,2013,2012011
M,North America,US01,200933,2017-06-16,213.188,2013,2012011
M,North America,US01,200930,2017-06-28,213.188,2013,2012011
M,North America,US01,202381,2017-07-11,213.188,2013,2012011
M,North America,US01,202696,2017-07-20,213.188,2013,2012011
M,North America,US01,200934,2017-07-20,213.188,2013,2012011
M,North America,US01,202574,2017-07-25,213.188,2013,2012011
M,North America,US01,202696,2017-07-28,213.188,2013,2012011
M,North America,US01,201027,2017-08-01,213.188,2013,2012011
M,North America,US01,200930,2017-08-04,213.188,2013,2012011
M,North America,US01,202891,2017-08-04,213.188,2013,2012011
M,North America,US01,100038,2017-08-08,213.188,2013,2012011
M,North America,US01,200930,2017-08-10,213.188,2013,2012011
M,North America,US01,103064,2017-09-21,272.155,2013,2007175
M,North America,US01,201422,2017-09-26,272.155,2013,2007175
M,North America,US01,100447,2017-10-04,272.155,2013,2007175
M,North America,US01,202593,2017-10-12,272.155,2013,2007175
M,North America,US01,100501,2017-10-27,272.155,2013,2007175
M,North America,US01,100447,2017-11-07,272.155,2013,2007175
M,North America,US01,200895,2017-11-16,272.155,2013,2007175
M,North America,US01,203000,2017-12-14,272.155,2013,2007175
M,North America,US01,100367,2015-09-03,272.155,2013,2007175
M,North America,US01,200921,2015-09-25,272.155,2013,2007175
M,North America,US01,100143,2015-10-19,272.155,2013,2007175
M,North America,US01,100763,2015-11-04,272.155,2013,2007175
M,North America,US01,100501,2015-12-28,272.155,2013,2007175
M,North America,US01,100053,2016-06-14,272.155,2013,2007175
M,North America,US01,200939,2016-06-24,272.155,2013,2007175
M,North America,US01,100367,2016-07-28,272.155,2013,2007175
M,North America,US01,100501,2016-08-02,272.155,2013,2007175
M,North America,US01,100283,2016-09-06,272.155,2013,2007175
M,North America,US01,202593,2016-09-13,272.155,2013,2007175
M,North America,US01,100367,2017-01-23,272.155,2013,2007175
M,North America,US01,200095,2017-01-30,213.188,2013,2007236
M,North America,US01,100501,2017-04-14,272.155,2013,2007175
M,North America,US01,100447,2017-05-11,272.155,2013,2007175
M,North America,US01,100447,2017-06-12,272.155,2013,2007175
M,North America,US01,100146,2020-06-18,213.188,2013,2012011
M,North America,US01,100252,2017-09-21,213.188,2232,2021182
M,North America,US01,100252,2017-11-27,213.188,2232,2021182
M,North America,US01,100252,2017-01-20,213.188,2232,2021182
M,North America,US01,202528,2018-02-05,213.188,4149,2007236
M,North America,US01,202349,2015-09-09,213.188,4149,2007236
M,North America,US01,200182,2016-06-06,213.188,4149,2007236
M,North America,US01,202528,2017-04-18,213.188,4149,2007236
M,North America,US01,TR01,2015-11-12,213.188,5000,2020322
M,North America,US01,BE01,2015-11-30,213.188,5000,2020322
M,North America,US01,202300,2015-12-02,272.155,5000,2007175
M,North America,US01,ZA01,2015-12-11,213.188,5000,2020322
M,North America,US01,CN01,2016-06-22,213.188,5000,2020322
M,North America,US01,202300,2016-06-24,272.155,5000,2007175
M,North America,US01,ZA01,2016-06-29,213.188,5000,2020322
M,North America,US01,ZA01,2016-09-01,213.188,5000,2020322
M,North America,US01,BE01,2017-03-01,213.188,5000,2020322
M,North America,US01,BE01,2017-05-03,213.188,5000,2020322
M,North America,US01,BE01,2017-07-28,213.188,5000,2020322
M,North America,US01,100052,2017-10-05,213.188,4355,2007236
M,North America,US01,100052,2017-11-01,213.188,4355,2007236
M,North America,US01,100052,2017-11-13,213.188,4355,2007236
M,North America,US01,100052,2017-12-08,213.188,4355,2007236
M,North America,US01,100052,2018-01-22,213.188,4355,2007236
M,North America,US01,100052,2018-02-06,213.188,4355,2007236
M,North America,US01,100052,2015-08-04,213.188,4355,2007236
M,North America,US01,100052,2015-08-25,213.188,4355,2007236
M,North America,US01,100052,2015-09-01,213.188,4355,2007236
M,North America,US01,100052,2015-10-01,213.188,4355,2007236
M,North America,US01,100052,2015-11-18,213.188,4355,2007236
M,North America,US01,100052,2015-12-18,213.188,4355,2007236
M,North America,US01,100052,2016-02-04,213.188,4355,2007236
M,North America,US01,100052,2016-03-01,213.188,4355,2007236
M,North America,US01,100052,2016-04-12,213.188,4355,2007236
M,North America,US01,100052,2016-05-10,213.188,4355,2007236
M,North America,US01,100052,2016-06-06,213.188,4355,2007236
M,North America,US01,100052,2016-06-20,213.188,4355,2007236
M,North America,US01,100052,2016-07-14,213.188,4355,2007236
M,North America,US01,100052,2016-08-05,213.188,4355,2007236
M,North America,US01,100052,2016-08-29,213.188,4355,2007236
M,North America,US01,100052,2016-10-04,213.188,4355,2007236
M,North America,US01,100052,2016-11-10,213.188,4355,2007236
M,North America,US01,100052,2017-01-09,213.188,4355,2007236
M,North America,US01,100052,2017-02-23,213.188,4355,2007236
M,North America,US01,100052,2017-03-13,213.188,4355,2007236
M,North America,US01,100052,2017-03-22,213.188,4355,2007236
M,North America,US01,100052,2017-04-20,213.188,4355,2007236
M,North America,US01,100052,2017-05-08,213.188,4355,2007236
M,North America,US01,100052,2017-05-30,213.188,4355,2007236
M,North America,US01,100052,2017-06-13,213.188,4355,2007236
M,North America,US01,100052,2017-06-29,213.188,4355,2007236
